dept,muni_rel,muni_code,muni_name,year,agro_strict_bob,p10_agropecuario_bob,p12_microriegos_bob,p18_caminos_vecinales_bob,p32_recursos_hidricos_bob,rural_infra_bob,rural_total_bob,total_presupuesto_bob,agro_strict_bob_mm,p10_agropecuario_bob_mm,p12_microriegos_bob_mm,p18_caminos_vecinales_bob_mm,p32_recursos_hidricos_bob_mm,rural_infra_bob_mm,rural_total_bob_mm,total_presupuesto_bob_mm,agro_share_pct,p10_share_pct
La Paz,98,1271,San Pedro de Curahuara,2016,613579,542516,71063,2157463,,2928862,3542441,20480150,0.613579,0.542516,0.071063,2.157463,,2.928862,3.542441,20.48015,2.99596926780321,2.64898450450802
La Paz,98,1271,San Pedro de Curahuara,2017,360000,340000,20000,1625837,,1835837,2195837,14904116,0.36,0.34,0.02,1.625837,,1.835837,2.195837,14.904116,2.41544013747612,2.28124901872744
La Paz,98,1271,San Pedro de Curahuara,2018,598275,588275,10000,1765757,,2882842,3481117,18173922,0.598275,0.588275,0.01,1.765757,,2.882842,3.481117,18.173922,3.29194215755961,3.23691826123167
La Paz,98,1271,San Pedro de Curahuara,2019,73021,73021,,1751513,,2034613,2161634,18330787,0.073021,0.073021,,1.751513,,2.034613,2.161634,18.330787,0.398351691064874,0.398351691064874
La Paz,98,1271,San Pedro de Curahuara,2020,125219,125219,,1641091,,2780968,2926187,16989226,0.125219,0.125219,,1.641091,,2.780968,2.926187,16.989226,0.737049468881043,0.737049468881043
La Paz,98,1271,San Pedro de Curahuara,2021,33347,33347,,1282810,,1382810,1436157,11139720,0.033347,0.033347,,1.28281,,1.38281,1.436157,11.13972,0.299352227883645,0.299352227883645
La Paz,99,1272,Papel  Pampa,2012,813109,135000,678109,,,,813109,9828334,0.813109,0.135,0.678109,,,,0.813109,9.828334,8.27311119056394,1.37357969316061
La Paz,99,1272,Papel  Pampa,2013,770344,7e+05,70344,501938,,501938,1272282,14855518,0.770344,0.7,0.070344,0.501938,,0.501938,1.272282,14.855518,5.18557481469175,4.71205379711431
La Paz,99,1272,Papel  Pampa,2014,261000,261000,,251160,,388056,649056,10254604,0.261,0.261,,0.25116,,0.388056,0.649056,10.254604,2.54519823486114,2.54519823486114
La Paz,99,1272,Papel  Pampa,2015,607789,607789,,557556,,593556,1201345,13677753,0.607789,0.607789,,0.557556,,0.593556,1.201345,13.677753,4.44363193281821,4.44363193281821
La Paz,99,1272,Papel  Pampa,2016,2e+05,2e+05,,361000,,431000,631000,15799288,0.2,0.2,,0.361,,0.431,0.631,15.799288,1.26587982952143,1.26587982952143
La Paz,99,1272,Papel  Pampa,2017,169797,169797,,324328,,465968,655765,11043161,0.169797,0.169797,,0.324328,,0.465968,0.655765,11.043161,1.53757606178159,1.53757606178159
La Paz,99,1272,Papel  Pampa,2018,607310,607310,,334128,,525894,1147944,15647324,0.60731,0.60731,,0.334128,,0.525894,1.147944,15.647324,3.88123873449543,3.88123873449543
La Paz,99,1272,Papel  Pampa,2019,855210,745210,110000,334128,,433008,1302958,19370433,0.85521,0.74521,0.11,0.334128,,0.433008,1.302958,19.370433,4.41502779003443,3.84715199706687
La Paz,99,1272,Papel  Pampa,2020,860092,860092,,633928,,828744,1703576,18204853,0.860092,0.860092,,0.633928,,0.828744,1.703576,18.204853,4.72452043419411,4.72452043419411
La Paz,99,1272,Papel  Pampa,2021,695522,615522,80000,483856,,683672,1379194,10973966,0.695522,0.615522,0.08,0.483856,,0.683672,1.379194,10.973966,6.33792741840097,5.60892935152159
La Paz,100,1273,Chacarilla,2012,,,,251544,,301544,301544,4300475,,,,0.251544,,0.301544,0.301544,4.300475,,
La Paz,100,1273,Chacarilla,2013,80000,80000,,258694,,298694,378694,3328843,0.08,0.08,,0.258694,,0.298694,0.378694,3.328843,2.40323740110303,2.40323740110303
La Paz,100,1273,Chacarilla,2014,45000,45000,,296808,,376808,421808,5085265,0.045,0.045,,0.296808,,0.376808,0.421808,5.085265,0.884909635977673,0.884909635977673
La Paz,100,1273,Chacarilla,2015,1191376,1191376,,274722,,533722,1725098,6241477,1.191376,1.191376,,0.274722,,0.533722,1.725098,6.241477,19.0880459865509,19.0880459865509
La Paz,100,1273,Chacarilla,2016,317592,317592,,311431,,490431,808023,7438622,0.317592,0.317592,,0.311431,,0.490431,0.808023,7.438622,4.26950045317533,4.26950045317533
La Paz,100,1273,Chacarilla,2017,,,,240746,,240746,240746,2461366,,,,0.240746,,0.240746,0.240746,2.461366,,
La Paz,100,1273,Chacarilla,2018,131522,131522,,825307,,925307,1056829,5853695,0.131522,0.131522,,0.825307,,0.925307,1.056829,5.853695,2.24682017084935,2.24682017084935
La Paz,100,1273,Chacarilla,2019,,,,353440,,423440,423440,5030920,,,,0.35344,,0.42344,0.42344,5.03092,,
La Paz,100,1273,Chacarilla,2020,40380,38880,1500,360488,,440388,481568,3354439,0.04038,0.03888,0.0015,0.360488,,0.440388,0.481568,3.354439,1.20377803859304,1.15906117237487
La Paz,100,1273,Chacarilla,2021,1500,,1500,281828,,351828,354128,2676261,0.0015,,0.0015,0.281828,,0.351828,0.354128,2.676261,0.0560483450605154,
La Paz,101,1274,Santiago de Machaca,2012,972384,80000,892384,50000,,122000,1094384,7038116,0.972384,0.08,0.892384,0.05,,0.122,1.094384,7.038116,13.8159700692629,1.1366678241734
La Paz,101,1274,Santiago de Machaca,2013,100879,60001,40878,60000,,75000,175879,6662642,0.100879,0.060001,0.040878,0.06,,0.075,0.175879,6.662642,1.51409906160349,0.900558667267429
La Paz,101,1274,Santiago de Machaca,2014,982249,61096,921153,70000,,95000,1077249,8612183,0.982249,0.061096,0.921153,0.07,,0.095,1.077249,8.612183,11.4053428729975,0.709413629506015
La Paz,101,1274,Santiago de Machaca,2015,183903,118350,65553,90000,,180000,363903,7702013,0.183903,0.11835,0.065553,0.09,,0.18,0.363903,7.702013,2.38772642944124,1.53661127292307
La Paz,101,1274,Santiago de Machaca,2016,58022,50000,8022,918217,,1488217,1546239,13412630,0.058022,0.05,0.008022,0.918217,,1.488217,1.546239,13.41263,0.432592265648124,0.372782966502468
La Paz,101,1274,Santiago de Machaca,2017,105000,105000,,420000,,603000,708000,8566247,0.105,0.105,,0.42,,0.603,0.708,8.566247,1.22574098085194,1.22574098085194
La Paz,101,1274,Santiago de Machaca,2018,202600,202600,,294800,,613300,815900,11479760,0.2026,0.2026,,0.2948,,0.6133,0.8159,11.47976,1.76484525808902,1.76484525808902
La Paz,101,1274,Santiago de Machaca,2019,944258,145000,799258,279000,,417500,1361758,11086954,0.944258,0.145,0.799258,0.279,,0.4175,1.361758,11.086954,8.51683879990843,1.30784343472517
La Paz,101,1274,Santiago de Machaca,2020,355617,355617,,95000,,128000,483617,12887018,0.355617,0.355617,,0.095,,0.128,0.483617,12.887018,2.7594979691966,2.7594979691966
La Paz,101,1274,Santiago de Machaca,2021,467517,467517,,60000,,485871,953388,7485970,0.467517,0.467517,,0.06,,0.485871,0.953388,7.48597,6.24524276747035,6.24524276747035
La Paz,102,1275,Catacora,2012,,,,,,150924,150924,4133704,,,,,,0.150924,0.150924,4.133704,,
La Paz,102,1275,Catacora,2013,,,,,,190587,190587,2628465,,,,,,0.190587,0.190587,2.628465,,
La Paz,102,1275,Catacora,2014,549954,549954,,,,280288,830242,4826754,0.549954,0.549954,,,,0.280288,0.830242,4.826754,11.3938684258614,11.3938684258614
La Paz,102,1275,Catacora,2015,1605741,1505741,1e+05,,,605878,2211619,8848314,1.605741,1.505741,0.1,,,0.605878,2.211619,8.848314,18.1474233396328,17.0172645319775
La Paz,102,1275,Catacora,2016,7543,7543,,40000,,452087,459630,4306188,0.007543,0.007543,,0.04,,0.452087,0.45963,4.306188,0.175166527796743,0.175166527796743
La Paz,102,1275,Catacora,2017,,,,,,396103,396103,3913880,,,,,,0.396103,0.396103,3.91388,,
La Paz,102,1275,Catacora,2018,952889,952889,,,,1360714,2313603,9248889,0.952889,0.952889,,,,1.360714,2.313603,9.248889,10.3027401453299,10.3027401453299
La Paz,102,1275,Catacora,2019,396035,396035,,,,407163,803198,6484845,0.396035,0.396035,,,,0.407163,0.803198,6.484845,6.10708505754571,6.10708505754571
La Paz,102,1275,Catacora,2020,275384,275384,,,,416529,691913,4495196,0.275384,0.275384,,,,0.416529,0.691913,4.495196,6.12618448672761,6.12618448672761
La Paz,102,1275,Catacora,2021,23913,23913,,,,315499,339412,3254469,0.023913,0.023913,,,,0.315499,0.339412,3.254469,0.734774244277638,0.734774244277638
La Paz,103,1276,Mapiri,2012,3770405,3770405,,151000,,2151931,5922336,22230396,3.770405,3.770405,,0.151,,2.151931,5.922336,22.230396,16.9605840579718,16.9605840579718
La Paz,103,1276,Mapiri,2013,449328,449328,,5000,,1462343,1911671,15745178,0.449328,0.449328,,0.005,,1.462343,1.911671,15.745178,2.85374989091899,2.85374989091899
La Paz,103,1276,Mapiri,2014,792965,792965,,,,2175980,2968945,20884381,0.792965,0.792965,,,,2.17598,2.968945,20.884381,3.79692843182664,3.79692843182664
La Paz,103,1276,Mapiri,2015,6e+05,6e+05,,,,3571293,4171293,28798980,0.6,0.6,,,,3.571293,4.171293,28.79898,2.08340712066886,2.08340712066886
La Paz,103,1276,Mapiri,2016,775000,775000,,149000,,4776076,5551076,27078480,0.775,0.775,,0.149,,4.776076,5.551076,27.07848,2.86205134113879,2.86205134113879
La Paz,103,1276,Mapiri,2017,,,,,,3338766,3338766,20525977,,,,,,3.338766,3.338766,20.525977,,
La Paz,103,1276,Mapiri,2018,424456,424456,,50000,,3432873,3857329,27305611,0.424456,0.424456,,0.05,,3.432873,3.857329,27.305611,1.55446439195226,1.55446439195226
La Paz,103,1276,Mapiri,2019,323008,323008,,,,3951868,4274876,28773537,0.323008,0.323008,,,,3.951868,4.274876,28.773537,1.12258704934329,1.12258704934329
La Paz,103,1276,Mapiri,2020,1330520,1330520,,,,3752381,5082901,26270627,1.33052,1.33052,,,,3.752381,5.082901,26.270627,5.06466785128501,5.06466785128501
La Paz,103,1276,Mapiri,2021,702881,702881,,,,2245752,2948633,19371800,0.702881,0.702881,,,,2.245752,2.948633,19.3718,3.62837216985515,3.62837216985515
La Paz,104,1277,Teoponte,2012,1108957,1026557,,35761,82400,1769974,2904731,16026328,1.108957,1.026557,,0.035761,0.0824,1.769974,2.904731,16.026328,6.9195950563348,6.40544109667542
La Paz,104,1277,Teoponte,2013,996629,946629,,,50000,1411753,2448382,13787497,0.996629,0.946629,,,0.05,1.411753,2.448382,13.787497,7.22849839967327,6.86585099528943
La Paz,104,1277,Teoponte,2014,5160055,5080055,,,80000,3140875,8340930,30024077,5.160055,5.080055,,,0.08,3.140875,8.34093,30.024077,17.1863901095111,16.9199372889964
La Paz,104,1277,Teoponte,2015,2973717,2834408,,,139309,3868504,6922221,25781482,2.973717,2.834408,,,0.139309,3.868504,6.922221,25.781482,11.5343136597035,10.9939684615493
La Paz,104,1277,Teoponte,2016,990477,916946,,47250,73531,1952430,3022907,15847678,0.990477,0.916946,,0.04725,0.073531,1.95243,3.022907,15.847678,6.24998185854104,5.78599590425803
La Paz,104,1277,Teoponte,2017,52864,30000,,44919,22864,2640881,2743745,15478455,0.052864,0.03,,0.044919,0.022864,2.640881,2.743745,15.478455,0.34153279510132,0.193817793830198
La Paz,104,1277,Teoponte,2018,828091,777587,,,50504,2981226,3854317,18138939,0.828091,0.777587,,,0.050504,2.981226,3.854317,18.138939,4.56526702030367,4.28683838674357
La Paz,104,1277,Teoponte,2019,71895,7500,,35000,64395,3262969,3379864,18612133,0.071895,0.0075,,0.035,0.064395,3.262969,3.379864,18.612133,0.386280282867095,0.0402962948953782
La Paz,104,1277,Teoponte,2020,124462,63494,,35000,60968,3358676,3528138,18062831,0.124462,0.063494,,0.035,0.060968,3.358676,3.528138,18.062831,0.689050348752087,0.351517433784328
La Paz,104,1277,Teoponte,2021,70836,47079,,,23757,2654759,2770595,12685697,0.070836,0.047079,,,0.023757,2.654759,2.770595,12.685697,0.558392652764763,0.371118748934331
La Paz,105,1278,San Andrés de Machaca,2012,777000,390000,387000,170000,,2783447,3585447,14086318,0.777,0.39,0.387,0.17,,2.783447,3.585447,14.086318,5.51599076493943,2.76864401329006
La Paz,105,1278,San Andrés de Machaca,2013,428462,428462,,150000,,170000,623462,13056304,0.428462,0.428462,,0.15,,0.17,0.623462,13.056304,3.28164846651855,3.28164846651855
La Paz,105,1278,San Andrés de Machaca,2014,380000,330000,50000,170000,,290000,690000,12396927,0.38,0.33,0.05,0.17,,0.29,0.69,12.396927,3.06527577358486,2.66195001390264
La Paz,105,1278,San Andrés de Machaca,2015,550000,4e+05,150000,4659304,,5686804,6261804,26621925,0.55,0.4,0.15,4.659304,,5.686804,6.261804,26.621925,2.06596630408958,1.50252094842879
La Paz,105,1278,San Andrés de Machaca,2016,335000,235000,1e+05,135000,,335000,720000,11393526,0.335,0.235,0.1,0.135,,0.335,0.72,11.393526,2.94026625295804,2.06257483416459
La Paz,105,1278,San Andrés de Machaca,2017,340000,240000,1e+05,120000,,190000,580000,9976829,0.34,0.24,0.1,0.12,,0.19,0.58,9.976829,3.40789643683379,2.40557395541209
La Paz,105,1278,San Andrés de Machaca,2018,340000,240000,1e+05,120000,,290000,680000,11858571,0.34,0.24,0.1,0.12,,0.29,0.68,11.858571,2.86712454645674,2.02385262102828
La Paz,105,1278,San Andrés de Machaca,2019,330000,280000,50000,140000,,310000,690000,13830190,0.33,0.28,0.05,0.14,,0.31,0.69,13.83019,2.3860843560356,2.02455642330293
La Paz,105,1278,San Andrés de Machaca,2020,292000,292000,,1335152,,1440152,1752152,15506478,0.292,0.292,,1.335152,,1.440152,1.752152,15.506478,1.88308396013589,1.88308396013589
La Paz,105,1278,San Andrés de Machaca,2021,283280,283280,,1e+05,,265000,563280,8657298,0.28328,0.28328,,0.1,,0.265,0.56328,8.657298,3.27215258155605,3.27215258155605
La Paz,106,1279,Jesús  de Machaca,2012,2737208,1069360,1667848,248435,,708207,3445415,31373380,2.737208,1.06936,1.667848,0.248435,,0.708207,3.445415,31.37338,8.72461940664347,3.40849471749617
La Paz,106,1279,Jesús  de Machaca,2013,1842398,1059110,783288,271215,,1988590,3830988,35007430,1.842398,1.05911,0.783288,0.271215,,1.98859,3.830988,35.00743,5.26287705210008,3.02538632513155
La Paz,106,1279,Jesús  de Machaca,2014,4259289,1256551,3002738,1928194,,2531335,6810624,44565800,4.259289,1.256551,3.002738,1.928194,,2.531335,6.810624,44.5658,9.55730403134242,2.81954099331775
La Paz,106,1279,Jesús  de Machaca,2015,715215,66000,613612,245418,35603,839486,1554701,40491434,0.715215,0.066,0.613612,0.245418,0.035603,0.839486,1.554701,40.491434,1.76633655404746,0.162997437927242
La Paz,106,1279,Jesús  de Machaca,2016,89200,89200,,150000,,182600,329400,42799693,0.0892,0.0892,,0.15,,0.1826,0.3294,42.799693,0.208412709876213,0.208412709876213
La Paz,106,1279,Jesús  de Machaca,2017,42600,42600,,150000,,182600,282800,37347400,0.0426,0.0426,,0.15,,0.1826,0.2828,37.3474,0.114064165109218,0.114064165109218
La Paz,106,1279,Jesús  de Machaca,2018,994701,198800,795901,147312,,177312,1202013,36176665,0.994701,0.1988,0.795901,0.147312,,0.177312,1.202013,36.176665,2.7495652238812,0.54952550214344
La Paz,106,1279,Jesús  de Machaca,2019,180560,180560,,2178560,,2271560,2472120,36734328,0.18056,0.18056,,2.17856,,2.27156,2.47212,36.734328,0.491529340076672,0.491529340076672
La Paz,106,1279,Jesús  de Machaca,2020,85960,85960,,2156240,,2173440,2264400,23857110,0.08596,0.08596,,2.15624,,2.17344,2.2644,23.85711,0.360311873483419,0.360311873483419
La Paz,106,1279,Jesús  de Machaca,2021,2120220,2085220,,1610709,35000,2078323,4203543,30604877,2.12022,2.08522,,1.610709,0.035,2.078323,4.203543,30.604877,6.92771939583355,6.81335853759517
La Paz,107,1280,Taraco,2012,1460431,39615,1340816,,80000,1668944,3249375,17217469,1.460431,0.039615,1.340816,,0.08,1.668944,3.249375,17.217469,8.48226298534355,0.230086082919621
La Paz,107,1280,Taraco,2013,70000,,10000,,60000,1062135,1142135,10223091,0.07,,0.01,,0.06,1.062135,1.142135,10.223091,0.684724414563071,
La Paz,107,1280,Taraco,2014,3e+05,,240000,,60000,2191515,2501515,14023865,0.3,,0.24,,0.06,2.191515,2.501515,14.023865,2.13921055286827,
La Paz,107,1280,Taraco,2015,62323,,10000,,52323,934233,1051556,14263947,0.062323,,0.01,,0.052323,0.934233,1.051556,14.263947,0.436926749657721,
La Paz,107,1280,Taraco,2016,76231,,10000,108504,66231,3209683,3320914,12718824,0.076231,,0.01,0.108504,0.066231,3.209683,3.320914,12.718824,0.599355726598623,
La Paz,107,1280,Taraco,2017,192433,108160,44840,60000,39433,1413237,1641574,11257996,0.192433,0.10816,0.04484,0.06,0.039433,1.413237,1.641574,11.257996,1.70930066061491,0.960739371376575
La Paz,107,1280,Taraco,2018,204793,141210,20890,,42693,1110190,1339983,13991246,0.204793,0.14121,0.02089,,0.042693,1.11019,1.339983,13.991246,1.46372238755576,1.00927394172042
La Paz,107,1280,Taraco,2019,274969,200690,20890,,53389,1681734,1981703,12433486,0.274969,0.20069,0.02089,,0.053389,1.681734,1.981703,12.433486,2.21151976203617,1.61410886697423
La Paz,107,1280,Taraco,2020,230687,90204,120890,30000,19593,1684888,1940575,12947368,0.230687,0.090204,0.12089,0.03,0.019593,1.684888,1.940575,12.947368,1.78172891973102,0.696697583632442
La Paz,107,1280,Taraco,2021,2185272,,2165532,,19740,877721,3087993,13133580,2.185272,,2.165532,,0.01974,0.877721,3.087993,13.13358,16.6388143979022,
La Paz,108,1281,Huarina,2012,3167285,2324742,802543,,40000,2061286,14682938,24962905,3.167285,2.324742,0.802543,,0.04,2.061286,14.682938,24.962905,12.6879664045511,9.31278631233024
La Paz,108,1281,Huarina,2013,562943,512943,,,50000,2859743,12660942,23031596,0.562943,0.512943,,,0.05,2.859743,12.660942,23.031596,2.44422053947108,2.22712746437546
La Paz,108,1281,Huarina,2014,197826,150000,,,47826,2945927,11552210,23327057,0.197826,0.15,,,0.047826,2.945927,11.55221,23.327057,0.848053828650567,0.643030108770258
La Paz,108,1281,Huarina,2015,1821798,1780604,,,41194,3291501,15193509,24027028,1.821798,1.780604,,,0.041194,3.291501,15.193509,24.027028,7.58228608215714,7.41083749517418
La Paz,108,1281,Huarina,2016,31674,,,,31674,1613089,7687363,14700786,0.031674,,,,0.031674,1.613089,7.687363,14.700786,0.215457867354848,
La Paz,108,1281,Huarina,2017,19437,,,,19437,1543368,7716595,13952777,0.019437,,,,0.019437,1.543368,7.716595,13.952777,0.139305602031768,
La Paz,108,1281,Huarina,2018,31044,10000,,,21044,2247883,10593117,17413790,0.031044,0.01,,,0.021044,2.247883,10.593117,17.41379,0.178272507018863,0.05742575280855
La Paz,108,1281,Huarina,2019,61516,35200,,20000,26316,1592328,8611634,14670718,0.061516,0.0352,,0.02,0.026316,1.592328,8.611634,14.670718,0.419311447469715,0.23993372376185
La Paz,108,1281,Huarina,2020,60553,40507,,,20046,3530538,12210054,18758767,0.060553,0.040507,,,0.020046,3.530538,12.210054,18.758767,0.322798401408792,0.215936367246312
La Paz,108,1281,Huarina,2021,57583,37385,,,20198,1375449,7033920,11222024,0.057583,0.037385,,,0.020198,1.375449,7.03392,11.222024,0.513124905097334,0.333139547732209
La Paz,109,1282,Santiago de Huata,2012,912034,452687,459347,1108632,,1108632,2363574,14882470,0.912034,0.452687,0.459347,1.108632,,1.108632,2.363574,14.88247,6.12824349721518,3.04174643053203
La Paz,109,1282,Santiago de Huata,2013,423135,415298,7837,,,,423135,17432697,0.423135,0.415298,0.007837,,,,0.423135,17.432697,2.42724920877131,2.38229345694473
La Paz,109,1282,Santiago de Huata,2014,50000,50000,,199774,,249774,299774,17944865,0.05,0.05,,0.199774,,0.249774,0.299774,17.944865,0.278631240747701,0.278631240747701
La Paz,109,1282,Santiago de Huata,2015,70000,70000,,1e+05,,170000,275000,21892318,0.07,0.07,,0.1,,0.17,0.275,21.892318,0.319746862803656,0.319746862803656
La Paz,109,1282,Santiago de Huata,2016,35000,,35000,125000,,325000,360000,14268412,0.035,,0.035,0.125,,0.325,0.36,14.268412,0.245297094028403,
La Paz,109,1282,Santiago de Huata,2017,20000,,20000,110000,,291500,311500,12101334,0.02,,0.02,0.11,,0.2915,0.3115,12.101334,0.165271035408162,
La Paz,109,1282,Santiago de Huata,2018,225000,150000,75000,84000,,264000,489000,16040872,0.225,0.15,0.075,0.084,,0.264,0.489,16.040872,1.40266688743604,0.935111258290696
La Paz,109,1282,Santiago de Huata,2019,140000,110000,30000,130000,,330000,470000,24830094,0.14,0.11,0.03,0.13,,0.33,0.47,24.830094,0.563831937164636,0.443010807772214
La Paz,109,1282,Santiago de Huata,2020,1e+05,1e+05,,2523451,,2843451,2943451,20063549,0.1,0.1,,2.523451,,2.843451,2.943451,20.063549,0.498416307104989,0.498416307104989
La Paz,110,1283,Escoma,2012,1417120,269046,777423,135399,370651,507651,1924771,15260422,1.41712,0.269046,0.777423,0.135399,0.370651,0.507651,1.924771,15.260422,9.28624385354481,1.76303119271538
La Paz,110,1283,Escoma,2013,148000,148000,,1e+05,,130000,278000,10100944,0.148,0.148,,0.1,,0.13,0.278,10.100944,1.46520958833155,1.46520958833155
La Paz,110,1283,Escoma,2014,755280,517462,204623,246836,33195,365506,1120786,11739498,0.75528,0.517462,0.204623,0.246836,0.033195,0.365506,1.120786,11.739498,6.43366522146007,4.40787161427175
La Paz,110,1283,Escoma,2015,424077,291675,132402,194568,,499535,923612,15135472,0.424077,0.291675,0.132402,0.194568,,0.499535,0.923612,15.135472,2.80187495969733,1.92709550121727
La Paz,110,1283,Escoma,2016,191331,30000,161331,172496,,215496,416827,14119932,0.191331,0.03,0.161331,0.172496,,0.215496,0.416827,14.119932,1.35504193646258,0.212465612440626
La Paz,110,1283,Escoma,2017,66562,33462,33100,67434,,102434,178996,9373842,0.066562,0.033462,0.0331,0.067434,,0.102434,0.178996,9.373842,0.710082376041755,0.356972093192951
La Paz,110,1283,Escoma,2018,128635,15000,113635,90000,,281350,430054,15191222,0.128635,0.015,0.113635,0.09,,0.28135,0.430054,15.191222,0.846771905512276,0.0987412335887133
La Paz,110,1283,Escoma,2019,15000,15000,,90000,,96000,3311000,18882842,0.015,0.015,,0.09,,0.096,3.311,18.882842,0.0794371948883542,0.0794371948883542
La Paz,110,1283,Escoma,2020,259542,259542,,787220,,858655,1118197,17822800,0.259542,0.259542,,0.78722,,0.858655,1.118197,17.8228,1.45623583275355,1.45623583275355
La Paz,110,1283,Escoma,2021,35000,35000,,90000,,96000,131000,9372255,0.035,0.035,,0.09,,0.096,0.131,9.372255,0.373442677349261,0.373442677349261
La Paz,111,1284,Humanata,2012,977511,55000,903107,266720,19404,605740,1583251,11886387,0.977511,0.055,0.903107,0.26672,0.019404,0.60574,1.583251,11.886387,8.223785747511,0.462714195659287
La Paz,111,1284,Humanata,2013,517954,135015,362337,180000,20602,506511,1024465,11060885,0.517954,0.135015,0.362337,0.18,0.020602,0.506511,1.024465,11.060885,4.68275368562281,1.22065277778406
La Paz,111,1284,Humanata,2014,395112,40395,354717,254604,,533999,929111,10910788,0.395112,0.040395,0.354717,0.254604,,0.533999,0.929111,10.910788,3.62129664695162,0.370229904567846
La Paz,111,1284,Humanata,2015,1127505,147121,940384,263648,40000,963562,2091067,12577839,1.127505,0.147121,0.940384,0.263648,0.04,0.963562,2.091067,12.577839,8.96421873423567,1.16968423590094
La Paz,111,1284,Humanata,2016,402994,402994,,186642,,523077,926071,11398768,0.402994,0.402994,,0.186642,,0.523077,0.926071,11.398768,3.53541716087212,3.53541716087212
La Paz,111,1284,Humanata,2017,507516,375324,132192,202166,,461778,969294,9752933,0.507516,0.375324,0.132192,0.202166,,0.461778,0.969294,9.752933,5.20372691989169,3.84831926970071
La Paz,111,1284,Humanata,2018,141769,68350,73419,186630,,264303,406072,13565814,0.141769,0.06835,0.073419,0.18663,,0.264303,0.406072,13.565814,1.04504602525142,0.503840020215521
La Paz,111,1284,Humanata,2019,120866,60015,60851,1164952,,1349683,1470549,10553136,0.120866,0.060015,0.060851,1.164952,,1.349683,1.470549,10.553136,1.14530884468844,0.568693514420737
La Paz,111,1284,Humanata,2020,51250,51250,,2550635,,2605197,2656447,13554030,0.05125,0.05125,,2.550635,,2.605197,2.656447,13.55403,0.378116324074832,0.378116324074832
La Paz,111,1284,Humanata,2021,76750,44000,32750,121400,,213211,289961,6563474,0.07675,0.044,0.03275,0.1214,,0.213211,0.289961,6.563474,1.16935025567253,0.67037669380575
La Paz,112,1285,Alto Beni,2012,995112,995112,,25298,,1507917,11864567,20297300,0.995112,0.995112,,0.025298,,1.507917,11.864567,20.2973,4.90268163745917,4.90268163745917
La Paz,112,1285,Alto Beni,2013,179965,179965,,,,935744,7452372,15852986,0.179965,0.179965,,,,0.935744,7.452372,15.852986,1.13521200359352,1.13521200359352
La Paz,112,1285,Alto Beni,2014,,,,,,1236169,6180300,16115660,,,,,,1.236169,6.1803,16.11566,,
La Paz,112,1285,Alto Beni,2015,1938203,1938203,,,,2522759,15325085,25146057,1.938203,1.938203,,,,2.522759,15.325085,25.146057,7.70778098530517,7.70778098530517
La Paz,112,1285,Alto Beni,2016,3891113,3891113,,,,3522194,21590885,27400588,3.891113,3.891113,,,,3.522194,21.590885,27.400588,14.2008375878649,14.2008375878649
La Paz,112,1285,Alto Beni,2017,178099,178099,,,,2870674,15476835,24190497,0.178099,0.178099,,,,2.870674,15.476835,24.190497,0.736235390285698,0.736235390285698
La Paz,112,1285,Alto Beni,2018,218484,218484,,,,2227483,12409941,19881362,0.218484,0.218484,,,,2.227483,12.409941,19.881362,1.09893879503829,1.09893879503829
La Paz,112,1285,Alto Beni,2019,,,,30000,,3063949,12471141,20758781,,,,0.03,,3.063949,12.471141,20.758781,,
La Paz,112,1285,Alto Beni,2020,,,,,,2224134,7963180,16685678,,,,,,2.224134,7.96318,16.685678,,
La Paz,112,1285,Alto Beni,2021,,,,,,1331585,5997578,12538110,,,,,,1.331585,5.997578,12.53811,,
La Paz,113,1286,Huatajata,2012,504286,455000,,10000,49286,580241,1093987,8818510,0.504286,0.455,,0.01,0.049286,0.580241,1.093987,8.81851,5.7184943941777,5.15960179213949
La Paz,113,1286,Huatajata,2013,2069982,2050667,,27778,19315,807273,2911700,11482168,2.069982,2.050667,,0.027778,0.019315,0.807273,2.9117,11.482168,18.0277975378866,17.8595801768447
La Paz,113,1286,Huatajata,2014,231174,217089,,,14085,1016283,1297457,8675045,0.231174,0.217089,,,0.014085,1.016283,1.297457,8.675045,2.66481614792776,2.50245387776086
La Paz,113,1286,Huatajata,2015,33720,20000,,1e+05,13720,1168762,1262482,7866503,0.03372,0.02,,0.1,0.01372,1.168762,1.262482,7.866503,0.42865298595831,0.254242577673968
La Paz,113,1286,Huatajata,2016,14854,,,,14854,957973,1012827,11785731,0.014854,,,,0.014854,0.957973,1.012827,11.785731,0.126033760655152,
La Paz,113,1286,Huatajata,2017,13003,,,80000,13003,1771815,1794818,9945783,0.013003,,,0.08,0.013003,1.771815,1.794818,9.945783,0.130738826696702,
La Paz,113,1286,Huatajata,2018,13234,,,,13234,2071934,2097168,10296834,0.013234,,,,0.013234,2.071934,2.097168,10.296834,0.128524942715402,
La Paz,113,1286,Huatajata,2019,148642,137663,,,10979,941452,1100094,6590736,0.148642,0.137663,,,0.010979,0.941452,1.100094,6.590736,2.25531716032929,2.0887348544988
La Paz,114,1287,Chua Cocani,2012,124830,89830,35000,,,742176,5198014,8817029,0.12483,0.08983,0.035,,,0.742176,5.198014,8.817029,1.41578302623253,1.01882391449546
