dept,cultivo,year,indicator,value
Chuquisaca,Garbanzo,2019,superficie,141.461086274641
Chuquisaca,Garbanzo,2020,superficie,137.65369542488
Chuquisaca,Haba,1984,superficie,1549
Chuquisaca,Haba,1985,superficie,1636
Chuquisaca,Haba,1986,superficie,1743
Chuquisaca,Haba,1987,superficie,1819
Chuquisaca,Haba,1988,superficie,1719
Chuquisaca,Haba,1989,superficie,1937
Chuquisaca,Haba,1990,superficie,1723
Chuquisaca,Haba,1991,superficie,1893
Chuquisaca,Haba,1992,superficie,1975
Chuquisaca,Haba,1993,superficie,1871
Chuquisaca,Haba,1994,superficie,1880
Chuquisaca,Haba,1995,superficie,1917
Chuquisaca,Haba,1996,superficie,1832
Chuquisaca,Haba,1997,superficie,1927
Chuquisaca,Haba,1998,superficie,1984
Chuquisaca,Haba,1999,superficie,1929
Chuquisaca,Haba,2000,superficie,1964
Chuquisaca,Haba,2001,superficie,1925
Chuquisaca,Haba,2002,superficie,2142
Chuquisaca,Haba,2003,superficie,2198
Chuquisaca,Haba,2004,superficie,2251
Chuquisaca,Haba,2005,superficie,2114
Chuquisaca,Haba,2006,superficie,2190
Chuquisaca,Haba,2007,superficie,2267
Chuquisaca,Haba,2008,superficie,2194
Chuquisaca,Haba,2009,superficie,2246
Chuquisaca,Haba,2010,superficie,2116
Chuquisaca,Haba,2011,superficie,2287
Chuquisaca,Haba,2012,superficie,2212
Chuquisaca,Haba,2013,superficie,2490
Chuquisaca,Haba,2014,superficie,2575
Chuquisaca,Haba,2015,superficie,2660
Chuquisaca,Haba,2016,superficie,2692
Chuquisaca,Haba,2017,superficie,2685
Chuquisaca,Haba,2018,superficie,2689
Chuquisaca,Haba,2019,superficie,2706.44406678577
Chuquisaca,Haba,2020,superficie,2746.59548654858
Chuquisaca,Lechuga,1984,superficie,450
Chuquisaca,Lechuga,1985,superficie,450
Chuquisaca,Lechuga,1986,superficie,474
Chuquisaca,Lechuga,1987,superficie,498
Chuquisaca,Lechuga,1988,superficie,485
Chuquisaca,Lechuga,1989,superficie,545
Chuquisaca,Lechuga,1990,superficie,511
Chuquisaca,Lechuga,1991,superficie,527
Chuquisaca,Lechuga,1992,superficie,540
Chuquisaca,Lechuga,1993,superficie,527
Chuquisaca,Lechuga,1994,superficie,557
Chuquisaca,Lechuga,1995,superficie,591
Chuquisaca,Lechuga,1996,superficie,566
Chuquisaca,Lechuga,1997,superficie,634
Chuquisaca,Lechuga,1998,superficie,619
Chuquisaca,Lechuga,1999,superficie,648
Chuquisaca,Lechuga,2000,superficie,732
Chuquisaca,Lechuga,2001,superficie,700
Chuquisaca,Lechuga,2002,superficie,723
Chuquisaca,Lechuga,2003,superficie,779
Chuquisaca,Lechuga,2004,superficie,740
Chuquisaca,Lechuga,2005,superficie,716
Chuquisaca,Lechuga,2006,superficie,756
Chuquisaca,Lechuga,2007,superficie,727
Chuquisaca,Lechuga,2008,superficie,789
Chuquisaca,Lechuga,2009,superficie,799
Chuquisaca,Lechuga,2010,superficie,776
Chuquisaca,Lechuga,2011,superficie,794
Chuquisaca,Lechuga,2012,superficie,783
Chuquisaca,Lechuga,2013,superficie,862
Chuquisaca,Lechuga,2014,superficie,863
Chuquisaca,Lechuga,2015,superficie,864
Chuquisaca,Lechuga,2016,superficie,874
Chuquisaca,Lechuga,2017,superficie,800
Chuquisaca,Lechuga,2018,superficie,823
Chuquisaca,Lechuga,2019,superficie,815.323394670047
Chuquisaca,Lechuga,2020,superficie,832.518392395591
Chuquisaca,Locoto,1984,superficie,35
Chuquisaca,Locoto,1985,superficie,35
Chuquisaca,Locoto,1986,superficie,33
Chuquisaca,Locoto,1987,superficie,32
Chuquisaca,Locoto,1988,superficie,33
Chuquisaca,Locoto,1989,superficie,31
Chuquisaca,Locoto,1990,superficie,32
Chuquisaca,Locoto,1991,superficie,31
Chuquisaca,Locoto,1992,superficie,32
Chuquisaca,Locoto,1993,superficie,30
Chuquisaca,Locoto,1994,superficie,29
Chuquisaca,Locoto,1995,superficie,31
Chuquisaca,Locoto,1996,superficie,30
Chuquisaca,Locoto,1997,superficie,32
Chuquisaca,Locoto,1998,superficie,34
Chuquisaca,Locoto,1999,superficie,33
Chuquisaca,Locoto,2000,superficie,35
Chuquisaca,Locoto,2001,superficie,31
Chuquisaca,Locoto,2002,superficie,33
Chuquisaca,Locoto,2003,superficie,36
Chuquisaca,Locoto,2004,superficie,35
Chuquisaca,Locoto,2005,superficie,36
Chuquisaca,Locoto,2006,superficie,35
Chuquisaca,Locoto,2007,superficie,37
Chuquisaca,Locoto,2008,superficie,36
Chuquisaca,Locoto,2009,superficie,38
Chuquisaca,Locoto,2010,superficie,37
Chuquisaca,Locoto,2011,superficie,38
Chuquisaca,Locoto,2012,superficie,37
Chuquisaca,Locoto,2013,superficie,39
Chuquisaca,Locoto,2014,superficie,39
Chuquisaca,Locoto,2015,superficie,39
Chuquisaca,Locoto,2016,superficie,39
Chuquisaca,Locoto,2017,superficie,40
Chuquisaca,Locoto,2018,superficie,40
Chuquisaca,Locoto,2019,superficie,40.3210899550365
Chuquisaca,Locoto,2020,superficie,39.7940966516788
Chuquisaca,Maíz choclo,1984,superficie,422
Chuquisaca,Maíz choclo,1985,superficie,423
Chuquisaca,Maíz choclo,1986,superficie,453
Chuquisaca,Maíz choclo,1987,superficie,472
Chuquisaca,Maíz choclo,1988,superficie,467
Chuquisaca,Maíz choclo,1989,superficie,496
Chuquisaca,Maíz choclo,1990,superficie,470
Chuquisaca,Maíz choclo,1991,superficie,482
Chuquisaca,Maíz choclo,1992,superficie,500
Chuquisaca,Maíz choclo,1993,superficie,489
Chuquisaca,Maíz choclo,1994,superficie,469
Chuquisaca,Maíz choclo,1995,superficie,478
Chuquisaca,Maíz choclo,1996,superficie,489
Chuquisaca,Maíz choclo,1997,superficie,467
Chuquisaca,Maíz choclo,1998,superficie,492
Chuquisaca,Maíz choclo,1999,superficie,481
Chuquisaca,Maíz choclo,2000,superficie,494
Chuquisaca,Maíz choclo,2001,superficie,478
Chuquisaca,Maíz choclo,2002,superficie,537
Chuquisaca,Maíz choclo,2003,superficie,522
Chuquisaca,Maíz choclo,2004,superficie,536
Chuquisaca,Maíz choclo,2005,superficie,516
Chuquisaca,Maíz choclo,2006,superficie,569
Chuquisaca,Maíz choclo,2007,superficie,523
Chuquisaca,Maíz choclo,2008,superficie,537
Chuquisaca,Maíz choclo,2009,superficie,572
Chuquisaca,Maíz choclo,2010,superficie,558
Chuquisaca,Maíz choclo,2011,superficie,572
Chuquisaca,Maíz choclo,2012,superficie,565
Chuquisaca,Maíz choclo,2013,superficie,578
Chuquisaca,Maíz choclo,2014,superficie,592
Chuquisaca,Maíz choclo,2015,superficie,606
Chuquisaca,Maíz choclo,2016,superficie,613
Chuquisaca,Maíz choclo,2017,superficie,600
Chuquisaca,Maíz choclo,2018,superficie,609
Chuquisaca,Maíz choclo,2019,superficie,615.481474851107
Chuquisaca,Maíz choclo,2020,superficie,609.827158283702
Chuquisaca,Pepino,1984,superficie,8
Chuquisaca,Pepino,1985,superficie,8
Chuquisaca,Pepino,1986,superficie,10
Chuquisaca,Pepino,1987,superficie,10
Chuquisaca,Pepino,1988,superficie,9
Chuquisaca,Pepino,1989,superficie,10
Chuquisaca,Pepino,1990,superficie,10
Chuquisaca,Pepino,1991,superficie,11
Chuquisaca,Pepino,1992,superficie,11
Chuquisaca,Pepino,1993,superficie,11
Chuquisaca,Pepino,1994,superficie,12
Chuquisaca,Pepino,1995,superficie,12
Chuquisaca,Pepino,1996,superficie,11
Chuquisaca,Pepino,1997,superficie,11
Chuquisaca,Pepino,1998,superficie,12
Chuquisaca,Pepino,1999,superficie,12
Chuquisaca,Pepino,2000,superficie,12
Chuquisaca,Pepino,2001,superficie,12
Chuquisaca,Pepino,2002,superficie,12
Chuquisaca,Pepino,2003,superficie,13
Chuquisaca,Pepino,2004,superficie,12
Chuquisaca,Pepino,2005,superficie,13
Chuquisaca,Pepino,2006,superficie,12
Chuquisaca,Pepino,2007,superficie,13
Chuquisaca,Pepino,2008,superficie,13
Chuquisaca,Pepino,2009,superficie,13
Chuquisaca,Pepino,2010,superficie,14
Chuquisaca,Pepino,2011,superficie,15
Chuquisaca,Pepino,2012,superficie,14
Chuquisaca,Pepino,2013,superficie,15
Chuquisaca,Pepino,2014,superficie,16
Chuquisaca,Pepino,2015,superficie,16
Chuquisaca,Pepino,2016,superficie,16
Chuquisaca,Pepino,2017,superficie,18
Chuquisaca,Pepino,2018,superficie,18
Chuquisaca,Pepino,2019,superficie,18.7014905499494
Chuquisaca,Pepino,2020,superficie,17.54816729262
Chuquisaca,Rábano,1984,superficie,2
Chuquisaca,Rábano,1985,superficie,3
Chuquisaca,Rábano,1986,superficie,2
Chuquisaca,Rábano,1987,superficie,2
Chuquisaca,Rábano,1988,superficie,3
Chuquisaca,Rábano,1989,superficie,3
Chuquisaca,Rábano,1990,superficie,3
Chuquisaca,Rábano,1991,superficie,3
Chuquisaca,Rábano,1992,superficie,3
Chuquisaca,Rábano,1993,superficie,3
Chuquisaca,Rábano,1994,superficie,3
Chuquisaca,Rábano,1995,superficie,3
Chuquisaca,Rábano,1996,superficie,3
Chuquisaca,Rábano,1997,superficie,3
Chuquisaca,Rábano,1998,superficie,3
Chuquisaca,Rábano,1999,superficie,3
Chuquisaca,Rábano,2000,superficie,3
Chuquisaca,Rábano,2001,superficie,4
Chuquisaca,Rábano,2002,superficie,3
Chuquisaca,Rábano,2003,superficie,4
Chuquisaca,Rábano,2004,superficie,4
Chuquisaca,Rábano,2005,superficie,3
Chuquisaca,Rábano,2006,superficie,3
Chuquisaca,Rábano,2007,superficie,4
Chuquisaca,Rábano,2008,superficie,3
Chuquisaca,Rábano,2009,superficie,4
Chuquisaca,Rábano,2010,superficie,4
Chuquisaca,Rábano,2011,superficie,4
Chuquisaca,Rábano,2012,superficie,4
Chuquisaca,Rábano,2013,superficie,4
Chuquisaca,Rábano,2014,superficie,5
Chuquisaca,Rábano,2015,superficie,5
Chuquisaca,Rábano,2016,superficie,5
Chuquisaca,Rábano,2017,superficie,8
Chuquisaca,Rábano,2018,superficie,8
Chuquisaca,Rábano,2019,superficie,9.42894360744778
Chuquisaca,Rábano,2020,superficie,7.44622832370387
Chuquisaca,Repollo,1984,superficie,35
Chuquisaca,Repollo,1985,superficie,36
Chuquisaca,Repollo,1986,superficie,43
Chuquisaca,Repollo,1987,superficie,43
Chuquisaca,Repollo,1988,superficie,46
Chuquisaca,Repollo,1989,superficie,46
Chuquisaca,Repollo,1990,superficie,42
Chuquisaca,Repollo,1991,superficie,40
Chuquisaca,Repollo,1992,superficie,44
Chuquisaca,Repollo,1993,superficie,42
Chuquisaca,Repollo,1994,superficie,44
Chuquisaca,Repollo,1995,superficie,46
Chuquisaca,Repollo,1996,superficie,45
Chuquisaca,Repollo,1997,superficie,50
Chuquisaca,Repollo,1998,superficie,53
Chuquisaca,Repollo,1999,superficie,51
Chuquisaca,Repollo,2000,superficie,54
Chuquisaca,Repollo,2001,superficie,51
Chuquisaca,Repollo,2002,superficie,53
Chuquisaca,Repollo,2003,superficie,52
Chuquisaca,Repollo,2004,superficie,54
Chuquisaca,Repollo,2005,superficie,52
Chuquisaca,Repollo,2006,superficie,54
Chuquisaca,Repollo,2007,superficie,52
Chuquisaca,Repollo,2008,superficie,53
Chuquisaca,Repollo,2009,superficie,54
Chuquisaca,Repollo,2010,superficie,53
Chuquisaca,Repollo,2011,superficie,56
Chuquisaca,Repollo,2012,superficie,56
Chuquisaca,Repollo,2013,superficie,56
Chuquisaca,Repollo,2014,superficie,65
Chuquisaca,Repollo,2015,superficie,74
Chuquisaca,Repollo,2016,superficie,75
Chuquisaca,Repollo,2017,superficie,70
Chuquisaca,Repollo,2018,superficie,72
Chuquisaca,Repollo,2019,superficie,76.9771474740237
Chuquisaca,Repollo,2020,superficie,72.9344882342943
Chuquisaca,Tomate,1984,superficie,97
Chuquisaca,Tomate,1985,superficie,97
Chuquisaca,Tomate,1986,superficie,102
Chuquisaca,Tomate,1987,superficie,111
Chuquisaca,Tomate,1988,superficie,105
Chuquisaca,Tomate,1989,superficie,108
Chuquisaca,Tomate,1990,superficie,119
Chuquisaca,Tomate,1991,superficie,124
Chuquisaca,Tomate,1992,superficie,123
Chuquisaca,Tomate,1993,superficie,116
Chuquisaca,Tomate,1994,superficie,113
Chuquisaca,Tomate,1995,superficie,121
Chuquisaca,Tomate,1996,superficie,120
Chuquisaca,Tomate,1997,superficie,128
Chuquisaca,Tomate,1998,superficie,122
Chuquisaca,Tomate,1999,superficie,126
Chuquisaca,Tomate,2000,superficie,128
Chuquisaca,Tomate,2001,superficie,126
Chuquisaca,Tomate,2002,superficie,124
Chuquisaca,Tomate,2003,superficie,127
Chuquisaca,Tomate,2004,superficie,125
Chuquisaca,Tomate,2005,superficie,122
Chuquisaca,Tomate,2006,superficie,124
Chuquisaca,Tomate,2007,superficie,121
Chuquisaca,Tomate,2008,superficie,124
Chuquisaca,Tomate,2009,superficie,126
Chuquisaca,Tomate,2010,superficie,122
Chuquisaca,Tomate,2011,superficie,125
Chuquisaca,Tomate,2012,superficie,123
Chuquisaca,Tomate,2013,superficie,126
Chuquisaca,Tomate,2014,superficie,122
Chuquisaca,Tomate,2015,superficie,118
Chuquisaca,Tomate,2016,superficie,119
Chuquisaca,Tomate,2017,superficie,120
Chuquisaca,Tomate,2018,superficie,120
Chuquisaca,Tomate,2019,superficie,110.892284283927
Chuquisaca,Tomate,2020,superficie,116.998433438152
Chuquisaca,Vainitas,1984,superficie,20
Chuquisaca,Vainitas,1985,superficie,20
Chuquisaca,Vainitas,1986,superficie,19
Chuquisaca,Vainitas,1987,superficie,20
Chuquisaca,Vainitas,1988,superficie,21
Chuquisaca,Vainitas,1989,superficie,19
Chuquisaca,Vainitas,1990,superficie,20
Chuquisaca,Vainitas,1991,superficie,20
Chuquisaca,Vainitas,1992,superficie,20
Chuquisaca,Vainitas,1993,superficie,20
Chuquisaca,Vainitas,1994,superficie,22
Chuquisaca,Vainitas,1995,superficie,21
Chuquisaca,Vainitas,1996,superficie,23
Chuquisaca,Vainitas,1997,superficie,23
Chuquisaca,Vainitas,1998,superficie,24
Chuquisaca,Vainitas,1999,superficie,24
Chuquisaca,Vainitas,2000,superficie,22
Chuquisaca,Vainitas,2001,superficie,24
Chuquisaca,Vainitas,2002,superficie,23
Chuquisaca,Vainitas,2003,superficie,24
Chuquisaca,Vainitas,2004,superficie,24
Chuquisaca,Vainitas,2005,superficie,27
Chuquisaca,Vainitas,2006,superficie,26
Chuquisaca,Vainitas,2007,superficie,27
Chuquisaca,Vainitas,2008,superficie,27
Chuquisaca,Vainitas,2009,superficie,30
Chuquisaca,Vainitas,2010,superficie,29
Chuquisaca,Vainitas,2011,superficie,30
Chuquisaca,Vainitas,2012,superficie,30
Chuquisaca,Vainitas,2013,superficie,31
Chuquisaca,Vainitas,2014,superficie,47
Chuquisaca,Vainitas,2015,superficie,62
Chuquisaca,Vainitas,2016,superficie,63
Chuquisaca,Vainitas,2017,superficie,60
Chuquisaca,Vainitas,2018,superficie,62
Chuquisaca,Vainitas,2019,superficie,71.6597630644514
Chuquisaca,Vainitas,2020,superficie,64.9827339236518
Chuquisaca,Zanahoria,1984,superficie,235
Chuquisaca,Zanahoria,1985,superficie,236
Chuquisaca,Zanahoria,1986,superficie,252
Chuquisaca,Zanahoria,1987,superficie,268
Chuquisaca,Zanahoria,1988,superficie,283
Chuquisaca,Zanahoria,1989,superficie,297
Chuquisaca,Zanahoria,1990,superficie,285
Chuquisaca,Zanahoria,1991,superficie,300
Chuquisaca,Zanahoria,1992,superficie,275
Chuquisaca,Zanahoria,1993,superficie,307
Chuquisaca,Zanahoria,1994,superficie,291
Chuquisaca,Zanahoria,1995,superficie,282
Chuquisaca,Zanahoria,1996,superficie,289
Chuquisaca,Zanahoria,1997,superficie,280
Chuquisaca,Zanahoria,1998,superficie,286
Chuquisaca,Zanahoria,1999,superficie,302
Chuquisaca,Zanahoria,2000,superficie,298
Chuquisaca,Zanahoria,2001,superficie,295
Chuquisaca,Zanahoria,2002,superficie,287
Chuquisaca,Zanahoria,2003,superficie,294
Chuquisaca,Zanahoria,2004,superficie,292
Chuquisaca,Zanahoria,2005,superficie,318
Chuquisaca,Zanahoria,2006,superficie,355
Chuquisaca,Zanahoria,2007,superficie,351
Chuquisaca,Zanahoria,2008,superficie,353
Chuquisaca,Zanahoria,2009,superficie,359
Chuquisaca,Zanahoria,2010,superficie,351
Chuquisaca,Zanahoria,2011,superficie,342
Chuquisaca,Zanahoria,2012,superficie,347
Chuquisaca,Zanahoria,2013,superficie,387
Chuquisaca,Zanahoria,2014,superficie,387
Chuquisaca,Zanahoria,2015,superficie,387
Chuquisaca,Zanahoria,2016,superficie,392
Chuquisaca,Zanahoria,2017,superficie,395
Chuquisaca,Zanahoria,2018,superficie,396
Chuquisaca,Zanahoria,2019,superficie,423.208571985519
Chuquisaca,Zanahoria,2020,superficie,426.874919309262
Chuquisaca,Zapallo,1984,superficie,148
Chuquisaca,Zapallo,1985,superficie,149
Chuquisaca,Zapallo,1986,superficie,173
Chuquisaca,Zapallo,1987,superficie,192
Chuquisaca,Zapallo,1988,superficie,182
Chuquisaca,Zapallo,1989,superficie,197
Chuquisaca,Zapallo,1990,superficie,204
Chuquisaca,Zapallo,1991,superficie,199
Chuquisaca,Zapallo,1992,superficie,202
Chuquisaca,Zapallo,1993,superficie,195
Chuquisaca,Zapallo,1994,superficie,210
Chuquisaca,Zapallo,1995,superficie,201
Chuquisaca,Zapallo,1996,superficie,221
Chuquisaca,Zapallo,1997,superficie,204
Chuquisaca,Zapallo,1998,superficie,197
Chuquisaca,Zapallo,1999,superficie,201
Chuquisaca,Zapallo,2000,superficie,190
Chuquisaca,Zapallo,2001,superficie,188
Chuquisaca,Zapallo,2002,superficie,193
Chuquisaca,Zapallo,2003,superficie,188
Chuquisaca,Zapallo,2004,superficie,190
Chuquisaca,Zapallo,2005,superficie,212
Chuquisaca,Zapallo,2006,superficie,208
Chuquisaca,Zapallo,2007,superficie,221
Chuquisaca,Zapallo,2008,superficie,245
Chuquisaca,Zapallo,2009,superficie,241
Chuquisaca,Zapallo,2010,superficie,229
Chuquisaca,Zapallo,2011,superficie,234
Chuquisaca,Zapallo,2012,superficie,231
Chuquisaca,Zapallo,2013,superficie,243
Chuquisaca,Zapallo,2014,superficie,249
Chuquisaca,Zapallo,2015,superficie,254
Chuquisaca,Zapallo,2016,superficie,257
Chuquisaca,Zapallo,2017,superficie,251
Chuquisaca,Zapallo,2018,superficie,254
Chuquisaca,Zapallo,2019,superficie,256.716326163025
Chuquisaca,Zapallo,2020,superficie,254.956905726981
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1984,superficie,2968
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1985,superficie,3032
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1986,superficie,3173
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1987,superficie,3209
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1988,superficie,3122
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1989,superficie,3353
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1990,superficie,3172
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1991,superficie,3303
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1992,superficie,3138
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1993,superficie,3330
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1994,superficie,3255
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1995,superficie,2912
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1996,superficie,2847
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1997,superficie,3054
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1998,superficie,3190
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,1999,superficie,3091
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2000,superficie,3059
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2001,superficie,3416
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2002,superficie,3367
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2003,superficie,3425
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2004,superficie,3685
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2005,superficie,3604
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2006,superficie,3670
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2007,superficie,3602
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2008,superficie,3640
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2009,superficie,4047
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2010,superficie,3920
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2011,superficie,3838
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2012,superficie,3971
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2013,superficie,4064
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2014,superficie,4236
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2015,superficie,4406
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2016,superficie,4414
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2017,superficie,4318
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2018,superficie,4346
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2019,superficie,4427.50982123909
Chuquisaca,OLEAGINOSAS E INDUSTRIALES,2020,superficie,4390.62678103223
Chuquisaca,Caña de Azúcar,1984,superficie,119
Chuquisaca,Caña de Azúcar,1985,superficie,119
Chuquisaca,Caña de Azúcar,1986,superficie,107
Chuquisaca,Caña de Azúcar,1987,superficie,106
Chuquisaca,Caña de Azúcar,1988,superficie,104
Chuquisaca,Caña de Azúcar,1989,superficie,106
Chuquisaca,Caña de Azúcar,1990,superficie,103
Chuquisaca,Caña de Azúcar,1991,superficie,108
Chuquisaca,Caña de Azúcar,1992,superficie,113
Chuquisaca,Caña de Azúcar,1993,superficie,110
Chuquisaca,Caña de Azúcar,1994,superficie,106
Chuquisaca,Caña de Azúcar,1995,superficie,109
Chuquisaca,Caña de Azúcar,1996,superficie,106
Chuquisaca,Caña de Azúcar,1997,superficie,109
Chuquisaca,Caña de Azúcar,1998,superficie,111
Chuquisaca,Caña de Azúcar,1999,superficie,112
Chuquisaca,Caña de Azúcar,2000,superficie,115
Chuquisaca,Caña de Azúcar,2001,superficie,123
Chuquisaca,Caña de Azúcar,2002,superficie,125
Chuquisaca,Caña de Azúcar,2003,superficie,126
Chuquisaca,Caña de Azúcar,2004,superficie,126
Chuquisaca,Caña de Azúcar,2005,superficie,121
Chuquisaca,Caña de Azúcar,2006,superficie,123
Chuquisaca,Caña de Azúcar,2007,superficie,124
Chuquisaca,Caña de Azúcar,2008,superficie,124
Chuquisaca,Caña de Azúcar,2009,superficie,123
Chuquisaca,Caña de Azúcar,2010,superficie,119
Chuquisaca,Caña de Azúcar,2011,superficie,122
Chuquisaca,Caña de Azúcar,2012,superficie,123
Chuquisaca,Caña de Azúcar,2013,superficie,122
Chuquisaca,Caña de Azúcar,2014,superficie,190
Chuquisaca,Caña de Azúcar,2015,superficie,258
Chuquisaca,Caña de Azúcar,2016,superficie,261
Chuquisaca,Caña de Azúcar,2017,superficie,271
Chuquisaca,Caña de Azúcar,2018,superficie,270
Chuquisaca,Caña de Azúcar,2019,superficie,322.187125568899
Chuquisaca,Caña de Azúcar,2020,superficie,284.047375189633
Chuquisaca,Chía,2019,superficie,1.089498633696
Chuquisaca,Chía,2020,superficie,1.05966575579733
Chuquisaca,Girasol (1),1984,superficie,0
Chuquisaca,Girasol (1),1985,superficie,0
Chuquisaca,Girasol (1),1986,superficie,0
Chuquisaca,Girasol (1),1987,superficie,0
Chuquisaca,Girasol (1),1988,superficie,0
Chuquisaca,Girasol (1),1989,superficie,0
Chuquisaca,Girasol (1),1990,superficie,0
Chuquisaca,Girasol (1),1991,superficie,0
Chuquisaca,Girasol (1),1992,superficie,0
Chuquisaca,Girasol (1),1993,superficie,0
Chuquisaca,Girasol (1),1994,superficie,0
Chuquisaca,Girasol (1),1995,superficie,0
Chuquisaca,Girasol (1),1996,superficie,0
Chuquisaca,Girasol (1),1997,superficie,0
Chuquisaca,Girasol (1),1998,superficie,0
Chuquisaca,Girasol (1),1999,superficie,0
Chuquisaca,Girasol (1),2000,superficie,0
Chuquisaca,Girasol (1),2001,superficie,0
Chuquisaca,Girasol (1),2002,superficie,0
Chuquisaca,Girasol (1),2003,superficie,0
Chuquisaca,Girasol (1),2004,superficie,0
Chuquisaca,Girasol (1),2005,superficie,0
Chuquisaca,Girasol (1),2006,superficie,0
Chuquisaca,Girasol (1),2007,superficie,0
Chuquisaca,Girasol (1),2008,superficie,0
Chuquisaca,Girasol (1),2009,superficie,1
Chuquisaca,Girasol (1),2010,superficie,1
Chuquisaca,Girasol (1),2011,superficie,1
Chuquisaca,Girasol (1),2012,superficie,1
Chuquisaca,Girasol (1),2013,superficie,1
Chuquisaca,Girasol (1),2014,superficie,1
Chuquisaca,Girasol (1),2015,superficie,1
Chuquisaca,Girasol (1),2016,superficie,1
Chuquisaca,Girasol (1),2017,superficie,1
Chuquisaca,Girasol (1),2018,superficie,1
Chuquisaca,Girasol (1),2019,superficie,1.18398705316411
Chuquisaca,Girasol (1),2020,superficie,1.18859568438804
Chuquisaca,Maní,1984,superficie,2751
Chuquisaca,Maní,1985,superficie,2814
Chuquisaca,Maní,1986,superficie,2973
Chuquisaca,Maní,1987,superficie,3020
Chuquisaca,Maní,1988,superficie,2935
Chuquisaca,Maní,1989,superficie,3162
Chuquisaca,Maní,1990,superficie,2982
Chuquisaca,Maní,1991,superficie,3103
Chuquisaca,Maní,1992,superficie,2932
Chuquisaca,Maní,1993,superficie,3138
Chuquisaca,Maní,1994,superficie,3068
Chuquisaca,Maní,1995,superficie,2722
Chuquisaca,Maní,1996,superficie,2654
Chuquisaca,Maní,1997,superficie,2857
Chuquisaca,Maní,1998,superficie,2985
Chuquisaca,Maní,1999,superficie,2890
Chuquisaca,Maní,2000,superficie,2850
Chuquisaca,Maní,2001,superficie,3202
Chuquisaca,Maní,2002,superficie,3142
Chuquisaca,Maní,2003,superficie,3196
Chuquisaca,Maní,2004,superficie,3460
Chuquisaca,Maní,2005,superficie,3380
Chuquisaca,Maní,2006,superficie,3448
Chuquisaca,Maní,2007,superficie,3372
Chuquisaca,Maní,2008,superficie,3414
Chuquisaca,Maní,2009,superficie,3798
Chuquisaca,Maní,2010,superficie,3678
Chuquisaca,Maní,2011,superficie,3593
Chuquisaca,Maní,2012,superficie,3721
Chuquisaca,Maní,2013,superficie,3809
Chuquisaca,Maní,2014,superficie,3917
Chuquisaca,Maní,2015,superficie,4024
Chuquisaca,Maní,2016,superficie,4028
Chuquisaca,Maní,2017,superficie,3917
Chuquisaca,Maní,2018,superficie,3945
Chuquisaca,Maní,2019,superficie,3973.58345268873
Chuquisaca,Maní,2020,superficie,3976.86115089624
Chuquisaca,Sésamo,1984,superficie,0
Chuquisaca,Sésamo,1985,superficie,0
Chuquisaca,Sésamo,1986,superficie,0
Chuquisaca,Sésamo,1987,superficie,0
Chuquisaca,Sésamo,1988,superficie,0
Chuquisaca,Sésamo,1989,superficie,0
Chuquisaca,Sésamo,1990,superficie,0
Chuquisaca,Sésamo,1991,superficie,0
Chuquisaca,Sésamo,1992,superficie,0
Chuquisaca,Sésamo,1993,superficie,0
Chuquisaca,Sésamo,1994,superficie,0
Chuquisaca,Sésamo,1995,superficie,0
Chuquisaca,Sésamo,1996,superficie,0
