dept_code,dept,program,tip,year,corriente_bob,corriente_pct,inversion_bob,inversion_pct,total_bob,total_pct,program_code
7,Santa Cruz,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2013,17725725,0.72,11719581,1.01,29445306,0.81,27
7,Santa Cruz,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2014,59521241,2.1,5e+06,0.38,64521241,1.55,27
7,Santa Cruz,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2015,49546232,1.52,15021808,1.14,64568040,1.41,27
7,Santa Cruz,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2016,57776652,1.67,8e+06,0.73,65776652,1.44,27
7,Santa Cruz,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2017,71235514,2,13199575,1.08,84435089,1.77,27
7,Santa Cruz,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2018,72544468,1.92,18021294,1.45,90565762,1.81,27
7,Santa Cruz,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2019,71829229,1.68,72153600,7.94,143982829,2.78,27
7,Santa Cruz,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2020,59864960,1.44,56761028,6.21,116625988,2.3,27
7,Santa Cruz,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2021,29357953,0.87,32392175,7.3,61750128,1.61,27
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2012,3774617,0.23,,0,3774617,0.14,28
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2013,10529566,0.43,82401576,7.1,92931142,2.57,28
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2014,23618976,0.83,3172000,0.24,26790976,0.64,28
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2015,17870160,0.55,1200000,0.09,19070160,0.42,28
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2016,38623574,1.12,13204367,1.21,51827941,1.14,28
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2017,36658251,1.03,17818232,1.46,54476483,1.14,28
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2018,41274432,1.09,4484214,0.36,45758646,0.91,28
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2019,22756190,0.53,5194510,0.57,27950700,0.54,28
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2020,22882189,0.55,1354260,0.15,24236449,0.48,28
7,Santa Cruz,28 DEFENSA DEL CONSUMIDOR,total,2021,18040137,0.53,,0,18040137,0.47,28
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2012,11212003,0.69,953631,0.09,12165634,0.44,29
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2013,12093898,0.49,766200,0.07,12860098,0.36,29
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2014,12965913,0.46,129154,0.01,13095067,0.31,29
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2015,12148067,0.37,,0,12148067,0.27,29
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2016,15504646,0.45,160000,0.01,15664646,0.34,29
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2017,15637985,0.44,,0,15637985,0.33,29
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2018,16122829,0.43,2736307,0.22,18859136,0.38,29
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2019,5509530,0.13,,0,5509530,0.11,29
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2020,18351186,0.44,,0,18351186,0.36,29
7,Santa Cruz,29 SERVICIO DE FAENADO DE GANADO,total,2021,17241193,0.51,,0,17241193,0.45,29
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2012,1051346,0.06,,0,1051346,0.04,30
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2013,3879524,0.16,8042000,0.69,11921524,0.33,30
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2014,3966418,0.14,,0,3966418,0.1,30
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2015,4416704,0.14,3e+05,0.02,4716704,0.1,30
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2016,5391185,0.16,,0,5391185,0.12,30
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2017,3274865,0.09,2635000,0.22,5909865,0.12,30
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2018,6654499,0.18,16772286,1.35,23426785,0.47,30
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2019,3739707,0.09,14634725,1.61,18374432,0.35,30
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2020,5856496,0.14,4e+05,0.04,6256496,0.12,30
7,Santa Cruz,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2021,4883933,0.14,2e+05,0.05,5083933,0.13,30
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2012,7289193,0.45,930592,0.08,8219785,0.3,31
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2013,34298160,1.4,2e+05,0.02,34498160,0.95,31
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2014,18414263,0.65,1e+05,0.01,18514263,0.45,31
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2015,22074134,0.68,,0,22074134,0.48,31
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2016,17071109,0.49,1e+06,0.09,18071109,0.4,31
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2017,15291841,0.43,,0,15291841,0.32,31
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2018,13524836,0.36,50000,0,13574836,0.27,31
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2019,15728016,0.37,80000,0.01,15808016,0.3,31
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2020,17316157,0.42,3042243,0.33,20358400,0.4,31
7,Santa Cruz,31 GESTIÓN DE RIESGOS,total,2021,11134092,0.33,3120072,0.7,14254164,0.37,31
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2012,20000,0,1259491,0.11,1279491,0.05,32
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2013,206000,0.01,170000,0.01,376000,0.01,32
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2014,480742,0.02,542201,0.04,1022943,0.02,32
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2015,680742,0.02,578733,0.04,1259475,0.03,32
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2016,815742,0.02,530000,0.05,1345742,0.03,32
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2017,860742,0.02,265000,0.02,1125742,0.02,32
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2018,502000,0.01,165000,0.01,667000,0.01,32
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2019,853854,0.02,112000,0.01,965854,0.02,32
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2020,752000,0.02,131846,0.01,883846,0.02,32
7,Santa Cruz,32 RECURSOS HÍDRICOS,total,2021,625000,0.02,67000,0.02,692000,0.02,32
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2012,64894070,3.99,570000,0.05,65464070,2.39,33
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2013,82405518,3.36,19429393,1.67,101834911,2.82,33
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2014,88167859,3.11,33977397,2.56,122145256,2.94,33
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2015,95931941,2.94,14153932,1.07,110085873,2.4,33
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2016,91980513,2.66,22609652,2.07,114590165,2.52,33
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2017,100891901,2.83,26796548,2.2,127688449,2.67,33
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2018,101558841,2.69,3119319,0.25,104678160,2.09,33
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2019,83314447,1.95,9488524,1.04,92802971,1.79,33
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2020,90139297,2.17,,0,90139297,1.78,33
7,Santa Cruz,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2021,63059937,1.86,4e+05,0.09,63459937,1.66,33
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2012,55317739,3.4,1604711,0.14,56922450,2.08,34
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2013,76238269,3.1,3210900,0.28,79449169,2.2,34
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2014,192362318,6.8,1151336,0.09,193513654,4.65,34
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2015,204343032,6.26,4787233,0.36,209130265,4.56,34
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2016,205494081,5.93,1840000,0.17,207334081,4.55,34
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2017,195102105,5.48,961119,0.08,196063224,4.1,34
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2018,213035760,5.65,1448200,0.12,214483960,4.28,34
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2019,242041039,5.66,451200,0.05,242492239,4.68,34
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2020,232325728,5.59,1952467,0.21,234278195,4.62,34
7,Santa Cruz,34 FORTALECIMIENTO INSTITUCIONAL,total,2021,218226146,6.44,884901,0.2,219111047,5.72,34
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2012,1734088,0.11,1520000,0.14,3254088,0.12,35
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2013,1886654,0.08,,0,1886654,0.05,35
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2014,11618377,0.41,170000,0.01,11788377,0.28,35
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2015,6508473,0.2,22448745,1.7,28957218,0.63,35
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2016,6357097,0.18,5373142,0.49,11730239,0.26,35
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2017,6512826,0.18,4900000,0.4,11412826,0.24,35
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2018,8518550,0.23,,0,8518550,0.17,35
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2019,7696389,0.18,,0,7696389,0.15,35
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2020,8345328,0.2,,0,8345328,0.16,35
7,Santa Cruz,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2021,4756131,0.14,,0,4756131,0.12,35
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2012,192107441,11.81,169740991,0,361848432,13.22,97
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2013,222678611,9.07,60257832,0,282936443,7.82,97
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2014,68425484,2.42,5e+05,0,68925484,1.66,97
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2015,81459731,2.5,10160000,0,91619731,2,97
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2016,83219186,2.4,,0,83219186,1.83,97
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2017,82947064,2.33,,0,82947064,1.73,97
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2018,57754751,1.53,,0,57754751,1.15,97
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2019,48022000,1.12,,0,48022000,0.93,97
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2020,53444494,1.29,,0,53444494,1.05,97
7,Santa Cruz,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2021,22621575,0.67,,0,22621575,0.59,97
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2012,1627280026,100,1110527241,100,2737807267,100,98
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2013,2455718453,100,1161076125,100,3616794578,100,98
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2014,2830932563,100,1328649821,100,4159582384,100,98
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2015,3263567492,100,1318477887,100,4582045379,100,98
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2016,3462668391,100,1092518174,100,4555186565,100,98
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2017,3562619504,100,1220398531,100,4783018035,100,98
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2018,3770581292,100,1240413048,100,5010994340,100,98
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2019,4275031929,100,908860318,100,5183892247,100,98
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2020,4152932516,100,914097101,100,5067029617,100,98
7,Santa Cruz,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2021,3388931974,100,443471366,100,3832403340,100,98
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2012,171440283,,,,171440283,,99
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2013,161875014,,,,161875014,,99
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2014,123622517,,,,123622517,,99
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2015,143303613,,,,143303613,,99
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2016,80306650,,,,80306650,,99
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2017,192609443,,,,192609443,,99
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2018,209726880,,,,209726880,,99
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2019,244778516,,,,244778516,,99
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2020,156233996,,,,156233996,,99
7,Santa Cruz,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2021,135162147,,,,135162147,,99
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2012,,0,,0,,0,0
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2013,15012121,2.02,,0,15012121,1.07,0
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2014,17280459,2.06,,0,17280459,0.97,0
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2015,21412187,2.1,,0,21412187,1.06,0
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2016,25585019,3.33,,0,25585019,1.93,0
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2017,25492269,3.62,,0,25492269,2.18,0
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2018,26559827,3.79,,0,26559827,2.39,0
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2019,27007042,2.69,,0,27007042,2.02,0
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2020,27156247,3.03,,0,27156247,2.18,0
8,Tarija,0 EJECUTIVO MUNICIPAL,total,2021,23695717,2.96,,0,23695717,2.26,0
8,Tarija,1 CONCEJO MUNICIPAL,total,2012,,0,,0,,0,1
8,Tarija,1 CONCEJO MUNICIPAL,total,2013,43160481,5.8,,0,43160481,3.07,1
8,Tarija,1 CONCEJO MUNICIPAL,total,2014,52908940,6.3,,0,52908940,2.98,1
8,Tarija,1 CONCEJO MUNICIPAL,total,2015,61936657,6.08,,0,61936657,3.07,1
8,Tarija,1 CONCEJO MUNICIPAL,total,2016,53258321,6.93,,0,53258321,4.02,1
8,Tarija,1 CONCEJO MUNICIPAL,total,2017,60039509,8.52,,0,60039509,5.13,1
8,Tarija,1 CONCEJO MUNICIPAL,total,2018,63377935,9.05,,0,63377935,5.69,1
8,Tarija,1 CONCEJO MUNICIPAL,total,2019,66530450,6.62,,0,66530450,4.98,1
8,Tarija,1 CONCEJO MUNICIPAL,total,2020,68929366,7.68,24415420,0,93344786,7.5,1
8,Tarija,1 CONCEJO MUNICIPAL,total,2021,60334604,7.53,,0,60334604,5.76,1
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2012,29817195,5.17,64518721,10.69,94335916,8,10
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2013,51600007,6.93,68704628,10.42,120304635,8.57,10
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2014,47168616,5.62,52814307,5.63,99982923,5.62,10
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2015,64091190,6.29,85687702,8.56,149778892,7.41,10
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2016,42492549,5.53,41692603,7.5,84185152,6.36,10
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2017,31466687,4.47,31474828,6.76,62941515,5.38,10
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2018,22700278,3.24,24583544,5.95,47283822,4.25,10
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2019,37110912,3.69,23042637,6.95,60153549,4.5,10
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2020,33315998,3.71,16059453,4.62,49375451,3.97,10
8,Tarija,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2021,34060222,4.25,9464890,3.83,43525112,4.15,10
8,Tarija,11 SANEAMIENTO BÁSICO,total,2012,4689153,0.81,49702192,8.24,54391345,4.61,11
8,Tarija,11 SANEAMIENTO BÁSICO,total,2013,6442498,0.87,62492271,9.47,68934769,4.91,11
8,Tarija,11 SANEAMIENTO BÁSICO,total,2014,31710444,3.78,109663497,11.69,141373941,7.95,11
8,Tarija,11 SANEAMIENTO BÁSICO,total,2015,32656472,3.2,106428802,10.64,139085274,6.88,11
8,Tarija,11 SANEAMIENTO BÁSICO,total,2016,24402792,3.17,82615161,14.87,107017953,8.08,11
8,Tarija,11 SANEAMIENTO BÁSICO,total,2017,12935779,1.84,123642279,26.56,136578058,11.67,11
8,Tarija,11 SANEAMIENTO BÁSICO,total,2018,28172947,4.03,75255983,18.21,103428930,9.29,11
8,Tarija,11 SANEAMIENTO BÁSICO,total,2019,26751144,2.66,68101919,20.53,94853063,7.1,11
8,Tarija,11 SANEAMIENTO BÁSICO,total,2020,8656218,0.96,67854264,19.52,76510482,6.15,11
8,Tarija,11 SANEAMIENTO BÁSICO,total,2021,9338234,1.17,97939926,39.58,107278160,10.23,11
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2012,616868,0.11,32672256,5.42,33289124,2.82,12
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2013,1698681,0.23,33147365,5.02,34846046,2.48,12
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2014,5713200,0.68,53575232,5.71,59288432,3.33,12
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2015,3887240,0.38,27038304,2.7,30925544,1.53,12
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2016,2777518,0.36,27954028,5.03,30731546,2.32,12
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2017,1905900,0.27,8871478,1.91,10777378,0.92,12
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2018,2299279,0.33,10982331,2.66,13281610,1.19,12
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2019,2489605,0.25,51857384,15.63,54346989,4.07,12
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2020,,0,,0,,0,12
8,Tarija,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2021,1657337,0.21,16398835,6.63,18056172,1.72,12
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2012,10194488,1.77,8104236,1.34,18298724,1.55,13
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2013,13222688,1.78,940340,0.14,14163028,1.01,13
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2014,15301393,1.82,1360303,0.14,16661696,0.94,13
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2015,19705015,1.93,1267347,0.13,20972362,1.04,13
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2016,12896630,1.68,1021500,0.18,13918130,1.05,13
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2017,13556645,1.92,176500,0.04,13733145,1.17,13
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2018,12408570,1.77,65000,0.02,12473570,1.12,13
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2019,13103789,1.3,602552,0.18,13706341,1.03,13
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2020,12610796,1.41,1669516,0.48,14280312,1.15,13
8,Tarija,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2021,10061839,1.26,433409,0.18,10495248,1,13
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2012,19135065,3.32,,0,19135065,1.62,14
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2013,23017989,3.09,249031,0.04,23267020,1.66,14
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2014,26095729,3.11,295857,0.03,26391586,1.48,14
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2015,27731004,2.72,594088,0.06,28325092,1.4,14
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2016,10340265,1.35,2260000,0.41,12600265,0.95,14
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2017,15906069,2.26,3e+05,0.06,16206069,1.38,14
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2018,22633545,3.23,1e+05,0.02,22733545,2.04,14
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2019,39425533,3.92,,0,39425533,2.95,14
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2020,38189047,4.26,,0,38189047,3.07,14
8,Tarija,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2021,35523826,4.44,,0,35523826,3.39,14
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2012,63650,0.01,100500,0.02,164150,0.01,15
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2013,205000,0.03,,0,205000,0.01,15
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2014,240100,0.03,1000,0,241100,0.01,15
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2015,631000,0.06,,0,631000,0.03,15
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2016,105400,0.01,,0,105400,0.01,15
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2017,135590,0.02,,0,135590,0.01,15
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2018,80600,0.01,,0,80600,0.01,15
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2019,127240,0.01,,0,127240,0.01,15
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2020,,0,,0,,0,15
8,Tarija,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2021,74500,0.01,,0,74500,0.01,15
8,Tarija,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2012,12240834,2.12,905000,0.15,13145834,1.11,16
8,Tarija,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2013,16281169,2.19,24172,0,16305341,1.16,16
